Archive;Volume;Path;Contenuto Volume;Numero Totale Record Associati;Numero Record Cancellati Logicamente;Campo Tecnico (Esiste Si/No)
LeaseGroup_Terzi;10715;\\10.0.0.120\Volume-152\leasegroup\Terzi\10715;File Tecnico;0;0;Si
LeaseGroup_Terzi;10738;\\10.0.0.120\Volume-155\leasegroup\Terzi\10738;File Tecnico;0;0;Si
LeaseGroup_Terzi;10758;\\10.0.0.120\Volume-160\leasegroup\Terzi\10758;File Tecnico;0;0;Si
LeaseGroup_Terzi;10772;\\10.0.0.122\Volume-162\leasegroup\Terzi\10772;File Tecnico;0;0;Si
LeaseGroup_Terzi;10804;\\10.0.0.122\Volume-166\leasegroup\Terzi\10804;File Tecnico;0;0;Si
LeaseGroup_Terzi;10841;\\10.0.0.122\Volume-169\leasegroup\Terzi\10841;File Tecnico;0;0;Si
LeaseGroup_Terzi;10874;\\10.0.0.122\Volume-174\leasegroup\Terzi\10874;File Tecnico;0;0;Si
LeaseGroup_Terzi;10892;\\10.0.0.122\Volume-177\leasegroup\Terzi\10892;File Tecnico;0;0;Si
LeaseGroup_Terzi;10913;\\10.0.0.122\Volume-179\leasegroup\Terzi\10913;File Tecnico;0;0;Si
LeaseGroup_Terzi;10932;\\10.0.0.122\Volume-181\leasegroup\Terzi\10932;File Tecnico;0;0;Si
LeaseGroup_Terzi;10949;\\10.0.0.122\Volume-183\leasegroup\Terzi\10949;File Tecnico;0;0;Si
LeaseGroup_Terzi;10961;\\10.0.0.122\Volume-185\leasegroup\Terzi\10961;File Tecnico;0;0;Si
LeaseGroup_TrustFiduciarie;100;\\10.0.0.122\Volume-172\LeaseGroup\TrustFiduciarie\100;File Tecnico;0;0;Si
LeaseGroup_TrustFiduciarie;121;\\10.0.0.122\Volume-174\LeaseGroup\TrustFiduciarie\121;File Tecnico;0;0;Si
LeaseGroup_TrustFiduciarie;139;\\10.0.0.122\Volume-177\LeaseGroup\TrustFiduciarie\139;File Tecnico;0;0;Si
LeaseGroup_TrustFiduciarie;152;\\10.0.0.122\Volume-181\LeaseGroup\TrustFiduciarie\152;File Tecnico;0;0;Si
LeaseGroup_TrustFiduciarie;172;\\10.0.0.122\Volume-183\LeaseGroup\TrustFiduciarie\172;File Tecnico;0;0;Si
LeaseGroup_TrustFiduciarie;186;\\10.0.0.122\Volume-185\LeaseGroup\TrustFiduciarie\186;File Tecnico;0;0;Si
Leaseplan_CicloPassivo;413;\\10.0.0.121\Volume-123\Leaseplan\CicloPassivo\413;File Tecnico;0;0;Si
Leaseplan_CicloPassivo;445;\\10.0.0.121\Volume-128\Leaseplan\CicloPassivo\445;File Tecnico;0;0;Si
Leaseplan_CicloPassivo;476;\\10.0.0.119\Volume-132\Leaseplan\CicloPassivo\476;File Tecnico;0;0;Si
Leaseplan_CicloPassivo;481;\\10.0.0.119\Volume-147\Leaseplan\CicloPassivo\481;File Tecnico;0;0;Si
LeasGroup;4333;\\10.0.0.110\Volume-21\leasegroup\ftattive\4333;File Tecnico;0;0;Si
LeasGroup;6822;\\10.0.0.120\Volume-106\leasegroup\ftattive\6822;File Tecnico;0;0;Si
LeasGroup;7179;\\10.0.0.121\Volume-112\leasegroup\ftattive\7179;File Tecnico;0;0;Si
LeasGroup;18473;\\10.0.0.122\Volume-179\leasegroup\ftattive\18473;Vuoto;6;0;Si
Lumenergia_Bollette;1483;\\10.0.0.121\Volume-123\lumenergia\bollette\1483;File Tecnico;0;0;Si
Lumenergia_Bollette;1506;\\10.0.0.121\Volume-126\lumenergia\bollette\1506;File Tecnico;0;0;Si
Lumenergia_Bollette;1531;\\10.0.0.121\Volume-128\lumenergia\bollette\1531;File Tecnico;0;0;Si
Lumenergia_Bollette;1550;\\10.0.0.119\Volume-132\lumenergia\bollette\1550;File Tecnico;0;0;Si
Lumenergia_Bollette;1566;\\10.0.0.119\Volume-136\lumenergia\bollette\1566;Inesistente;0;0;Si
Lumenergia_Bollette;1579;\\10.0.0.119\Volume-139\lumenergia\bollette\1579;File Tecnico;0;0;Si
Lumenergia_Bollette;1590;\\10.0.0.119\Volume-141\lumenergia\bollette\1590;File Tecnico;0;0;Si
Lumenergia_Bollette;1600;\\10.0.0.119\Volume-144\lumenergia\bollette\1600;File Tecnico;0;0;Si
Lumenergia_Bollette;1613;\\10.0.0.119\Volume-147\lumenergia\bollette\1613;File Tecnico;0;0;Si
Lumenergia_Bollette;1621;\\10.0.0.119\Volume-150\lumenergia\bollette\1621;File Tecnico;0;0;Si
Lumenergia_Bollette;1632;\\10.0.0.120\Volume-152\lumenergia\bollette\1632;File Tecnico;0;0;Si
Lumenergia_Bollette;1648;\\10.0.0.120\Volume-155\lumenergia\bollette\1648;File Tecnico;0;0;Si
Lumenergia_Bollette;1661;\\10.0.0.120\Volume-160\lumenergia\bollette\1661;Inesistente;0;0;Si
Lumenergia_Bollette;1670;\\10.0.0.122\Volume-162\lumenergia\bollette\1670;File Tecnico;0;0;Si
Lumenergia_Bollette;1686;\\10.0.0.122\Volume-166\lumenergia\bollette\1686;File Tecnico;0;0;Si
Lumenergia_Bollette;1706;\\10.0.0.122\Volume-169\lumenergia\bollette\1706;File Tecnico;0;0;Si
Lumenergia_Bollette;1716;\\10.0.0.122\Volume-172\lumenergia\bollette\1716;File Tecnico;0;0;Si
Lumenergia_Bollette;1725;\\10.0.0.122\Volume-174\lumenergia\bollette\1725;File Tecnico;0;0;Si
Lumenergia_Bollette;1733;\\10.0.0.122\Volume-177\lumenergia\bollette\1733;File Tecnico;0;0;Si
Lumenergia_Bollette;1738;\\10.0.0.122\Volume-179\lumenergia\bollette\1738;File Tecnico;0;0;Si
Lumenergia_Bollette;1748;\\10.0.0.122\Volume-181\lumenergia\bollette\1748;File Tecnico;0;0;Si
Lumenergia_Bollette;1760;\\10.0.0.122\Volume-183\lumenergia\bollette\1760;File Tecnico;0;0;Si
Lumenergia_Bollette;1763;\\10.0.0.122\Volume-185\lumenergia\bollette\1763;File Tecnico;0;0;Si
megadoc;1;\\10.0.0.239\Volume-OLD\ifitalia\megadoc\101;Inesistente;0;0;No
megadoc;2;\\10.0.0.239\Volume-OLD\ifitalia\megadoc\102;Inesistente;0;0;No
megadoc;3;\\10.0.0.239\Volume-OLD\ifitalia\megadoc\103;Inesistente;0;0;No
megadoc;4;\\10.0.0.239\Volume-OLD\ifitalia\megadoc\104;Inesistente;0;0;No
megadoc;5;\\10.0.0.239\Volume-OLD\ifitalia\megadoc\105;Inesistente;0;0;No
megadoc;6;\\10.0.0.239\Volume-OLD\ifitalia\megadoc\106;Inesistente;0;0;No
megadoc;20;\\10.0.0.239\Volume-OLD\ifitalia\megadoc\120;Inesistente;8320;0;No
melchioni;10385;\\10.0.0.119\Volume-147\Melchioni\Carta\10385;Inesistente;1159;0;No
Metro_Ciclopassivo;8883;\\10.0.0.121\volume-126\metro\ciclopassivo\8883;File Tecnico;0;0;Si
Metro_FattureAttive;1;\\10.0.0.112\Volume-70\metro\ft_attive\01;Vuoto;0;0;Si
Metro_FattureAttive;1138;\\10.0.0.120\Volume-91\metro\ft_attive\1138;File Tecnico;0;0;Si
Metro_FattureAttive;1386;\\10.0.0.120\Volume-106\metro\ft_attive\1386;File Tecnico;0;0;Si
Metro_FattureAttive;1488;\\10.0.0.121\Volume-112\metro\ft_attive\1488;File Tecnico;0;0;Si
Metro_FattureAttive;1496;\\10.0.0.121\Volume-112\metro\ft_attive\1496;Inesistente;0;0;Si
Metro_FattureAttive;1974;\\10.0.0.121\Volume-123\metro\ft_attive\1974;File Tecnico;0;0;Si
Metro_FattureAttive;2365;\\10.0.0.121\Volume-128\metro\ft_attive\2365;File Tecnico;0;0;Si
Metro_FattureAttive;127770;\\10.0.0.121\Volume-128\metro\ft_attive\127770;File Tecnico;0;0;Si
Metro_FattureAttive;133513;\\10.0.0.119\Volume-132\metro\ft_attive\133513;File Tecnico;0;0;Si
Metro_FattureAttive;151829;\\10.0.0.119\Volume-136\metro\ft_attive\151829;File Tecnico;0;0;Si
Metro_FattureAttive;165115;\\10.0.0.119\Volume-139\metro\ft_attive\165115;File Tecnico;0;0;Si
Metro_FattureAttive;176506;\\10.0.0.119\Volume-141\metro\ft_attive\176506;File Tecnico;0;0;Si
Metro_FattureAttive;196542;\\10.0.0.119\Volume-144\metro\ft_attive\196542;File Tecnico;0;0;Si
Metro_FattureAttive;212505;\\10.0.0.119\Volume-147\metro\ft_attive\212505;File Tecnico;0;0;Si
Metro_FattureAttive;221999;\\10.0.0.119\Volume-150\metro\ft_attive\221999;File Tecnico;0;0;Si
Metro_FattureAttive;234361;\\10.0.0.120\Volume-152\metro\ft_attive\234361;File Tecnico;0;0;Si
Metro_FattureAttive;248415;\\10.0.0.120\Volume-155\metro\ft_attive\248415;File Tecnico;0;0;Si
Metro_FattureAttive;263344;\\10.0.0.120\Volume-160\metro\ft_attive\263344;File Tecnico;0;0;Si
Metro_FattureAttive;272203;\\10.0.0.122\Volume-162\metro\ft_attive\272203;File Tecnico;0;0;Si
Metro_FattureAttive;284239;\\10.0.0.122\Volume-166\metro\ft_attive\284239;File Tecnico;0;0;Si
Metro_FattureAttive;301105;\\10.0.0.122\Volume-169\metro\ft_attive\301105;File Tecnico;0;0;Si
Metro_FattureAttive;307018;\\10.0.0.122\Volume-172\metro\ft_attive\307018;File Tecnico;0;0;Si
Metro_FattureAttive;312806;\\10.0.0.122\Volume-174\metro\ft_attive\312806;File Tecnico;0;0;Si
Metro_FattureAttive;322779;\\10.0.0.122\Volume-177\metro\ft_attive\322779;File Tecnico;0;0;Si
Metro_FattureAttive;334081;\\10.0.0.122\Volume-179\metro\ft_attive\334077;Inesistente;0;0;Si
Metro_FattureAttive;343269;\\10.0.0.122\Volume-181\metro\ft_attive\343269;File Tecnico;0;0;Si
Metro_FattureAttive;354666;\\10.0.0.122\Volume-183\metro\ft_attive\354666;File Tecnico;0;0;Si
Metro_FattureAttive;359552;\\10.0.0.122\Volume-185\metro\ft_attive\359552;File Tecnico;0;0;Si
Metro_ListiniSconti;14573;\\10.0.0.121\Volume-123\metro\ListiniSconti\14573;File Tecnico;0;0;Si
Metro_ListiniSconti;15258;\\10.0.0.121\Volume-126\metro\ListiniSconti\15258;File Tecnico;0;0;Si
Metro_ListiniSconti;16348;\\10.0.0.121\Volume-128\metro\ListiniSconti\16348;File Tecnico;0;0;Si
Metro_ListiniSconti;16568;\\10.0.0.119\Volume-132\metro\ListiniSconti\16568;File Tecnico;0;0;Si
Metro_ListiniSconti;16866;\\10.0.0.119\Volume-136\metro\ListiniSconti\16866;File Tecnico;0;0;Si
Metro_ListiniSconti;18042;\\10.0.0.119\Volume-139\metro\ListiniSconti\18042;File Tecnico;0;0;Si
Metro_ListiniSconti;18600;\\10.0.0.119\Volume-141\metro\ListiniSconti\18600;File Tecnico;0;0;Si
Metro_ListiniSconti;18931;\\10.0.0.119\Volume-144\metro\ListiniSconti\18931;File Tecnico;0;0;Si
Metro_ListiniSconti;19568;\\10.0.0.119\Volume-147\metro\ListiniSconti\19568;File Tecnico;0;0;Si
Metro_ListiniSconti;19829;\\10.0.0.119\Volume-150\metro\ListiniSconti\19829;File Tecnico;0;0;Si
Metro_ListiniSconti;20208;\\10.0.0.120\Volume-152\metro\ListiniSconti\20208;File Tecnico;0;0;Si
Metro_ListiniSconti;20555;\\10.0.0.120\Volume-155\metro\ListiniSconti\20555;File Tecnico;0;0;Si
Metro_ListiniSconti;20959;\\10.0.0.120\Volume-160\metro\ListiniSconti\20959;File Tecnico;0;0;Si
Metro_ListiniSconti;21414;\\10.0.0.122\Volume-162\metro\ListiniSconti\21414;File Tecnico;0;0;Si
Metro_ListiniSconti;22193;\\10.0.0.122\Volume-166\metro\ListiniSconti\22193;File Tecnico;0;0;Si
Metro_ListiniSconti;23182;\\10.0.0.122\Volume-169\metro\ListiniSconti\23182;File Tecnico;0;0;Si
Metro_ListiniSconti;23423;\\10.0.0.122\Volume-172\metro\ListiniSconti\23423;File Tecnico;0;0;Si
Metro_ListiniSconti;23722;\\10.0.0.122\Volume-174\metro\ListiniSconti\23722;File Tecnico;0;0;Si
Metro_ListiniSconti;24240;\\10.0.0.122\Volume-177\metro\ListiniSconti\24240;File Tecnico;0;0;Si
Metro_ListiniSconti;24960;\\10.0.0.122\Volume-179\metro\ListiniSconti\24960;File Tecnico;0;0;Si
Metro_ListiniSconti;25487;\\10.0.0.122\Volume-181\metro\ListiniSconti\25487;File Tecnico;0;0;Si
Metro_ListiniSconti;26275;\\10.0.0.122\Volume-183\metro\ListiniSconti\26275;File Tecnico;0;0;Si
Metro_ListiniSconti;26722;\\10.0.0.122\Volume-185\metro\ListiniSconti\26722;File Tecnico;0;0;Si
Metro_PEC;48680;\\10.0.0.121\Volume-123\metro\pec\48680;File Tecnico;0;0;Si
Metro_PEC;49856;\\10.0.0.121\Volume-126\metro\pec\49856;File Tecnico;0;0;Si
Metro_PEC;51663;\\10.0.0.119\Volume-132\metro\pec\51663;File Tecnico;0;0;Si
Metro_PEC;52718;\\10.0.0.119\volume-136\metro\pec\52718;File Tecnico;0;0;Si
Metro_PEC;63844;\\10.0.0.119\Volume-147\metro\pec\63844;File Tecnico;0;0;Si
Metro_PEC;86386;\\10.0.0.122\Volume-177\metro\pec\86386;Inesistente;1;0;Si
Metro_PEC;88058;\\10.0.0.122\Volume-177\metro\pec\88058;Inesistente;7;0;Si
Metro_PEC;88059;\\10.0.0.122\Volume-177\metro\pec\88059;Inesistente;12;0;Si
Metro_PEC;88060;\\10.0.0.122\Volume-177\metro\pec\88060;Inesistente;1;0;Si
Metro_PEC;88061;\\10.0.0.122\Volume-177\metro\pec\88061;Inesistente;7;0;Si
Metro_PEC;88062;\\10.0.0.122\Volume-177\metro\pec\88062;Inesistente;2;0;Si
Metro_PEC;88063;\\10.0.0.122\Volume-177\metro\pec\88063;Inesistente;1;0;Si
Metro_PEC;88064;\\10.0.0.122\Volume-177\metro\pec\88064;Inesistente;1;0;Si
Metro_PEC;88065;\\10.0.0.122\Volume-177\metro\pec\88065;Inesistente;1;0;Si
Metro_PEC;88066;\\10.0.0.122\Volume-177\metro\pec\88066;Inesistente;2;0;Si
Metro_PEC;88067;\\10.0.0.122\Volume-177\metro\pec\88067;Inesistente;25;0;Si
Metro_PEC;88068;\\10.0.0.122\Volume-177\metro\pec\88068;Inesistente;17;0;Si
Metro_PEC;88069;\\10.0.0.122\Volume-177\metro\pec\88069;Inesistente;2;0;Si
Metro_PEC;88070;\\10.0.0.122\Volume-177\metro\pec\88070;Inesistente;2;0;Si
Metro_PEC;88071;\\10.0.0.122\Volume-177\metro\pec\88071;Inesistente;4;0;Si
Metro_PEC;88072;\\10.0.0.122\Volume-177\metro\pec\88072;Inesistente;2;0;Si
Metro_PEC;88073;\\10.0.0.122\Volume-177\metro\pec\88073;Inesistente;3;0;Si
Metro_PEC;88074;\\10.0.0.122\Volume-177\metro\pec\88074;Inesistente;4;0;Si
Metro_PEC;88075;\\10.0.0.122\Volume-177\metro\pec\88075;Inesistente;1;0;Si
Metro_PEC;88076;\\10.0.0.122\Volume-177\metro\pec\88076;Inesistente;2;0;Si
Metro_PEC;88077;\\10.0.0.122\Volume-177\metro\pec\88077;Inesistente;10;0;Si
Metro_PEC;88078;\\10.0.0.122\Volume-177\metro\pec\88078;Inesistente;10;0;Si
Metro_PEC;88079;\\10.0.0.122\Volume-177\metro\pec\88079;Inesistente;1;0;Si
Metro_PEC;88080;\\10.0.0.122\Volume-177\metro\pec\88080;Inesistente;3;0;Si
Metro_PEC;88081;\\10.0.0.122\Volume-177\metro\pec\88081;Inesistente;3;0;Si
Metro_PEC;88082;\\10.0.0.122\Volume-177\metro\pec\88082;Inesistente;2;0;Si
Metro_PEC;88083;\\10.0.0.122\Volume-177\metro\pec\88083;Inesistente;1;0;Si
Metro_PEC;88084;\\10.0.0.122\Volume-177\metro\pec\88084;Inesistente;1;0;Si
Metro_PEC;88085;\\10.0.0.122\Volume-177\metro\pec\88085;Inesistente;3;0;Si
Metro_PEC;88086;\\10.0.0.122\Volume-177\metro\pec\88086;Inesistente;1;0;Si
Metro_PEC;88087;\\10.0.0.122\Volume-177\metro\pec\88087;Inesistente;1;0;Si
Metro_PEC;88088;\\10.0.0.122\Volume-177\metro\pec\88088;Inesistente;24;0;Si
Metro_PEC;88089;\\10.0.0.122\Volume-177\metro\pec\88089;Inesistente;1;0;Si
Metro_PEC;88090;\\10.0.0.122\Volume-177\metro\pec\88090;Inesistente;6;0;Si
Metro_PEC;88091;\\10.0.0.122\Volume-177\metro\pec\88091;Inesistente;2;0;Si
Metro_PEC;88092;\\10.0.0.122\Volume-177\metro\pec\88092;Inesistente;1;0;Si
Metro_PEC;88093;\\10.0.0.122\Volume-177\metro\pec\88093;Inesistente;2;0;Si
Metro_PEC;88094;\\10.0.0.122\Volume-177\metro\pec\88094;Inesistente;1;0;Si
Metro_PEC;88095;\\10.0.0.122\Volume-177\metro\pec\88095;Inesistente;6;0;Si
Metro_PEC;88096;\\10.0.0.122\Volume-177\metro\pec\88096;Inesistente;4;0;Si
Metro_PEC;88097;\\10.0.0.122\Volume-177\metro\pec\88097;Inesistente;2;0;Si
Metro_PEC;88098;\\10.0.0.122\Volume-177\metro\pec\88098;Inesistente;3;0;Si
Metro_PEC;88099;\\10.0.0.122\Volume-177\metro\pec\88099;Inesistente;1;0;Si
Metro_PEC;88100;\\10.0.0.122\Volume-177\metro\pec\88100;Inesistente;1;0;Si
Metro_PEC;88101;\\10.0.0.122\Volume-177\metro\pec\88101;Inesistente;1;0;Si
Metro_PEC;88102;\\10.0.0.122\Volume-177\metro\pec\88102;Inesistente;2;0;Si
Metro_PEC;88103;\\10.0.0.122\Volume-177\metro\pec\88103;Inesistente;1;0;Si
Metro_PEC;88104;\\10.0.0.122\Volume-177\metro\pec\88104;Inesistente;1;0;Si
Metro_PEC;88105;\\10.0.0.122\Volume-177\metro\pec\88105;Inesistente;4;0;Si
Metro_PEC;88106;\\10.0.0.122\Volume-177\metro\pec\88106;Inesistente;1;0;Si
Metro_PEC;88107;\\10.0.0.122\Volume-177\metro\pec\88107;Inesistente;1;0;Si
Metro_PEC;88108;\\10.0.0.122\Volume-177\metro\pec\88108;Inesistente;3;0;Si
Metro_PEC;88109;\\10.0.0.122\Volume-177\metro\pec\88109;Inesistente;3;0;Si
Metro_PEC;88110;\\10.0.0.122\Volume-177\metro\pec\88110;Inesistente;1;0;Si
Metro_PEC;88111;\\10.0.0.122\Volume-177\metro\pec\88111;Inesistente;1;0;Si
Metro_PEC;88112;\\10.0.0.122\Volume-177\metro\pec\88112;Inesistente;2;0;Si
Metro_PEC;88113;\\10.0.0.122\Volume-177\metro\pec\88113;Inesistente;2;0;Si
Metro_PEC;88114;\\10.0.0.122\Volume-177\metro\pec\88114;Inesistente;1;0;Si
Metro_PEC;88115;\\10.0.0.122\Volume-177\metro\pec\88115;Inesistente;1;0;Si
Metro_PEC;88116;\\10.0.0.122\Volume-177\metro\pec\88116;Inesistente;1;0;Si
Metro_PEC;88117;\\10.0.0.122\Volume-177\metro\pec\88117;Inesistente;3;0;Si
Metro_PEC;88118;\\10.0.0.122\Volume-177\metro\pec\88118;Inesistente;2;0;Si
Metro_PEC;88119;\\10.0.0.122\Volume-177\metro\pec\88119;Inesistente;3;0;Si
Metro_PEC;88120;\\10.0.0.122\Volume-177\metro\pec\88120;Inesistente;1;0;Si
Metro_PEC;88121;\\10.0.0.122\Volume-177\metro\pec\88121;Inesistente;2;0;Si
Metro_PEC;88122;\\10.0.0.122\Volume-177\metro\pec\88122;Inesistente;1;0;Si
Metro_PEC;88123;\\10.0.0.122\Volume-177\metro\pec\88123;Inesistente;2;0;Si
Metro_PEC;88124;\\10.0.0.122\Volume-177\metro\pec\88124;Inesistente;2;0;Si
Metro_PEC;88125;\\10.0.0.122\Volume-177\metro\pec\88125;Inesistente;23;0;Si
Metro_PEC;88126;\\10.0.0.122\Volume-177\metro\pec\88126;Inesistente;1;0;Si
Metro_PEC;88127;\\10.0.0.122\Volume-177\metro\pec\88127;Inesistente;3;0;Si
Metro_PEC;88128;\\10.0.0.122\Volume-177\metro\pec\88128;Inesistente;1;0;Si
Metro_PEC;88129;\\10.0.0.122\Volume-177\metro\pec\88129;Inesistente;4;0;Si
Metro_PEC;88130;\\10.0.0.122\Volume-177\metro\pec\88130;Inesistente;2;0;Si
Metro_PEC;88131;\\10.0.0.122\Volume-177\metro\pec\88131;Inesistente;2;0;Si
Metro_PEC;88132;\\10.0.0.122\Volume-177\metro\pec\88132;Inesistente;25;0;Si
Metro_PEC;88133;\\10.0.0.122\Volume-177\metro\pec\88133;Inesistente;23;0;Si
Metro_PEC;88134;\\10.0.0.122\Volume-177\metro\pec\88134;Inesistente;1;0;Si
Metro_PEC;88135;\\10.0.0.122\Volume-177\metro\pec\88135;Inesistente;25;0;Si
Metro_PEC;88136;\\10.0.0.122\Volume-177\metro\pec\88136;Inesistente;25;0;Si
Metro_PEC;88137;\\10.0.0.122\Volume-177\metro\pec\88137;Inesistente;3;0;Si
Metro_PEC;88138;\\10.0.0.122\Volume-177\metro\pec\88138;Inesistente;25;0;Si
Metro_PEC;88139;\\10.0.0.122\Volume-177\metro\pec\88139;Inesistente;6;0;Si
Metro_PEC;88140;\\10.0.0.122\Volume-177\metro\pec\88140;Inesistente;3;0;Si
Metro_PEC;88141;\\10.0.0.122\Volume-177\metro\pec\88141;Inesistente;1;0;Si
Metro_PEC;88142;\\10.0.0.122\Volume-177\metro\pec\88142;Inesistente;1;0;Si
Metro_PEC;88143;\\10.0.0.122\Volume-177\metro\pec\88143;Inesistente;2;0;Si
Metro_PEC;88144;\\10.0.0.122\Volume-177\metro\pec\88144;Inesistente;4;0;Si
Metro_PEC;88145;\\10.0.0.122\Volume-177\metro\pec\88145;Inesistente;1;0;Si
Metro_PEC;88146;\\10.0.0.122\Volume-177\metro\pec\88146;Inesistente;1;0;Si
Metro_PEC;88147;\\10.0.0.122\Volume-177\metro\pec\88147;Inesistente;3;0;Si
Metro_PEC;88148;\\10.0.0.122\Volume-177\metro\pec\88148;Inesistente;2;0;Si
Metro_PEC;88149;\\10.0.0.122\Volume-177\metro\pec\88149;Inesistente;10;0;Si
Metro_PEC;88150;\\10.0.0.122\Volume-177\metro\pec\88150;Inesistente;10;0;Si
Metro_PEC;88151;\\10.0.0.122\Volume-177\metro\pec\88151;Inesistente;1;0;Si
Metro_PEC;88152;\\10.0.0.122\Volume-177\metro\pec\88152;Inesistente;1;0;Si
Metro_PEC;88153;\\10.0.0.122\Volume-177\metro\pec\88153;Inesistente;3;0;Si
Metro_PEC;88154;\\10.0.0.122\Volume-177\metro\pec\88154;Inesistente;1;0;Si
Metro_PEC;88155;\\10.0.0.122\Volume-177\metro\pec\88155;Inesistente;1;0;Si
Metro_PEC;88156;\\10.0.0.122\Volume-177\metro\pec\88156;Inesistente;1;0;Si
Metro_PEC;88157;\\10.0.0.122\Volume-177\metro\pec\88157;Inesistente;1;0;Si
Metro_PEC;88158;\\10.0.0.122\Volume-177\metro\pec\88158;Inesistente;4;0;Si
Metro_PEC;88159;\\10.0.0.122\Volume-177\metro\pec\88159;Inesistente;1;0;Si
Metro_PEC;88160;\\10.0.0.122\Volume-177\metro\pec\88160;Inesistente;1;0;Si
Metro_PEC;88161;\\10.0.0.122\Volume-177\metro\pec\88161;Inesistente;5;0;Si
Metro_PEC;88162;\\10.0.0.122\Volume-177\metro\pec\88162;Inesistente;2;0;Si
Metro_PEC;88163;\\10.0.0.122\Volume-177\metro\pec\88163;Inesistente;1;0;Si
Metro_PEC;88164;\\10.0.0.122\Volume-177\metro\pec\88164;Inesistente;1;0;Si
Metro_PEC;88165;\\10.0.0.122\Volume-177\metro\pec\88165;Inesistente;2;0;Si
Metro_PEC;88166;\\10.0.0.122\Volume-177\metro\pec\88166;Inesistente;25;0;Si
Metro_PEC;88167;\\10.0.0.122\Volume-177\metro\pec\88167;Inesistente;9;0;Si
Metro_PEC;88168;\\10.0.0.122\Volume-177\metro\pec\88168;Inesistente;1;0;Si
Metro_PEC;88169;\\10.0.0.122\Volume-177\metro\pec\88169;Inesistente;1;0;Si
Metro_PEC;88170;\\10.0.0.122\Volume-177\metro\pec\88170;Inesistente;2;0;Si
Metro_PEC;88171;\\10.0.0.122\Volume-177\metro\pec\88171;Inesistente;1;0;Si
Metro_PEC;88172;\\10.0.0.122\Volume-177\metro\pec\88172;Inesistente;2;0;Si
Metro_PEC;88173;\\10.0.0.122\Volume-177\metro\pec\88173;Inesistente;17;0;Si
Metro_PEC;88174;\\10.0.0.122\Volume-177\metro\pec\88174;Inesistente;2;0;Si
Metro_PEC;88175;\\10.0.0.122\Volume-177\metro\pec\88175;Inesistente;1;0;Si
Metro_PEC;88176;\\10.0.0.122\Volume-177\metro\pec\88176;Inesistente;1;0;Si
Metro_PEC;88177;\\10.0.0.122\Volume-177\metro\pec\88177;Inesistente;2;0;Si
Metro_PEC;88178;\\10.0.0.122\Volume-177\metro\pec\88178;Inesistente;2;0;Si
Metro_PEC;88179;\\10.0.0.122\Volume-177\metro\pec\88179;Inesistente;1;0;Si
Metro_PEC;88180;\\10.0.0.122\Volume-177\metro\pec\88180;Inesistente;1;0;Si
Metro_PEC;88181;\\10.0.0.122\Volume-177\metro\pec\88181;Inesistente;2;0;Si
Metro_PEC;88182;\\10.0.0.122\Volume-177\metro\pec\88182;Inesistente;3;0;Si
Metro_PEC;88183;\\10.0.0.122\Volume-177\metro\pec\88183;Inesistente;1;0;Si
Metro_PEC;88184;\\10.0.0.122\Volume-177\metro\pec\88184;Inesistente;2;0;Si
Metro_PEC;88185;\\10.0.0.122\Volume-177\metro\pec\88185;Inesistente;8;0;Si
Metro_PEC;88186;\\10.0.0.122\Volume-177\metro\pec\88186;Inesistente;1;0;Si
Metro_PEC;88187;\\10.0.0.122\Volume-177\metro\pec\88187;Inesistente;1;0;Si
Metro_PEC;88188;\\10.0.0.122\Volume-177\metro\pec\88188;Inesistente;1;0;Si
Metro_PEC;88189;\\10.0.0.122\Volume-177\metro\pec\88189;Inesistente;1;0;Si
Metro_PEC;88190;\\10.0.0.122\Volume-177\metro\pec\88190;Inesistente;1;0;Si
Metro_PEC;88191;\\10.0.0.122\Volume-177\metro\pec\88191;Inesistente;2;0;Si
Metro_PEC;88192;\\10.0.0.122\Volume-177\metro\pec\88192;Inesistente;2;0;Si
Metro_PEC;88193;\\10.0.0.122\Volume-177\metro\pec\88193;Inesistente;1;0;Si
Metro_PEC;88194;\\10.0.0.122\Volume-177\metro\pec\88194;Inesistente;6;0;Si
Metro_PEC;88195;\\10.0.0.122\Volume-177\metro\pec\88195;Inesistente;1;0;Si
Metro_PEC;88196;\\10.0.0.122\Volume-177\metro\pec\88196;Inesistente;2;0;Si
Metro_PEC;88197;\\10.0.0.122\Volume-177\metro\pec\88197;Inesistente;1;0;Si
Metro_PEC;88198;\\10.0.0.122\Volume-177\metro\pec\88198;Inesistente;1;0;Si
Metro_PEC;88199;\\10.0.0.122\Volume-177\metro\pec\88199;Inesistente;1;0;Si
Metro_PEC;88200;\\10.0.0.122\Volume-177\metro\pec\88200;Inesistente;2;0;Si
Metro_PEC;88201;\\10.0.0.122\Volume-177\metro\pec\88201;Inesistente;1;0;Si
Metro_PEC;88202;\\10.0.0.122\Volume-177\metro\pec\88202;Inesistente;2;0;Si
Metro_PEC;88203;\\10.0.0.122\Volume-177\metro\pec\88203;Inesistente;1;0;Si
Metro_PEC;88204;\\10.0.0.122\Volume-177\metro\pec\88204;Inesistente;3;0;Si
Metro_PEC;88205;\\10.0.0.122\Volume-177\metro\pec\88205;Inesistente;4;0;Si
Metro_PEC;88206;\\10.0.0.122\Volume-177\metro\pec\88206;Inesistente;1;0;Si
