Archive;Volume;Path;Contenuto Volume;Numero Totale Record Associati;Numero Record Cancellati Logicamente;Campo Tecnico (Esiste Si/No)
LeasGroup;8265;\\10.0.0.121\Volume-126\leasegroup\ftattive\8265;Inesistente;99;99;Si
DirectLine_FaxElettronici;861881;\\10.0.0.122\Volume-172\directline\FaxElettronici\861881;Inesistente;5;5;Si
DirectLine_FaxElettronici;863451;\\10.0.0.122\Volume-172\directline\FaxElettronici\863451;Inesistente;3;3;Si
DirectLine_FaxElettronici;863391;\\10.0.0.122\Volume-172\directline\FaxElettronici\863391;Inesistente;2;2;Si
DirectLine_FaxElettronici;863825;\\10.0.0.122\Volume-172\directline\FaxElettronici\863825;Inesistente;2;2;Si
DirectLine_FaxElettronici;864331;\\10.0.0.122\Volume-172\directline\FaxElettronici\864331;Inesistente;2;2;Si
DirectLine_FaxElettronici;864869;\\10.0.0.122\Volume-172\directline\FaxElettronici\864869;Inesistente;2;2;Si
civis_fa;8650;\\10.0.0.120\volume-91\civis\ft_attive\8650;Inesistente;1;1;Si
DirectLine_FaxElettronici;863212;\\10.0.0.122\Volume-172\directline\FaxElettronici\863212;Inesistente;2;1;Si
DirectLine_FaxElettronici;863234;\\10.0.0.122\Volume-172\directline\FaxElettronici\863234;Inesistente;1;1;Si
DirectLine_FaxElettronici;863986;\\10.0.0.122\Volume-172\directline\FaxElettronici\863986;Inesistente;1;1;Si
DirectLine_FaxElettronici;864484;\\10.0.0.122\Volume-172\directline\FaxElettronici\864484;Inesistente;1;1;Si
DirectLine_FaxElettronici;864882;\\10.0.0.122\Volume-172\directline\FaxElettronici\864882;Inesistente;1;1;Si
DirectLine_FaxElettronici;865064;\\10.0.0.122\Volume-172\directline\FaxElettronici\865064;Inesistente;1;1;Si
DirectLine_FaxElettronici;865121;\\10.0.0.122\Volume-172\directline\FaxElettronici\865121;Inesistente;2;1;Si
Metro_PEC;89145;\\10.0.0.122\Volume-177\metro\pec\89145;Inesistente;4;1;Si
Agos_ContrattiTesoreria;100;\\10.0.0.119\Volume-136\Agos\ContrattiTesoreria\100;File Tecnico;0;0;Si
Agos_ContrattiTesoreria;171;\\10.0.0.119\Volume-144\Agos\ContrattiTesoreria\171;File Tecnico;0;0;Si
Agos_ContrattiTesoreria;176;\\10.0.0.119\Volume-147\Agos\ContrattiTesoreria\176;File Tecnico;0;0;Si
Agos_ContrattiTesoreria;178;\\10.0.0.122\Volume-177\Agos\ContrattiTesoreria\178;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;122;\\10.0.0.111\Volume-39\amgen\ModuliCongressi\122;Inesistente;8;0;Si
AMGEN_ModuliCongressi;186;\\10.0.0.110\Volume-44\amgen\ModuliCongressi\186;Inesistente;18;0;Si
AMGEN_ModuliCongressi;254;\\10.0.0.120\Volume-91\amgen\ModuliCongressi\254;Inesistente;0;0;Si
AMGEN_ModuliCongressi;331;\\10.0.0.120\Volume-106\amgen\ModuliCongressi\331;Inesistente;0;0;Si
AMGEN_ModuliCongressi;352;\\10.0.0.121\Volume-112\amgen\ModuliCongressi\352;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;359;\\10.0.0.121\Volume-114\amgen\ModuliCongressi\359;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;377;\\10.0.0.121\Volume-117\amgen\ModuliCongressi\377;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;414;\\10.0.0.121\Volume-123\amgen\ModuliCongressi\414;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;432;\\10.0.0.121\Volume-126\amgen\ModuliCongressi\432;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;444;\\10.0.0.121\Volume-128\amgen\ModuliCongressi\444;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;455;\\10.0.0.119\Volume-132\amgen\ModuliCongressi\455;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;471;\\10.0.0.119\Volume-136\amgen\ModuliCongressi\471;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;482;\\10.0.0.119\Volume-139\amgen\ModuliCongressi\482;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;487;\\10.0.0.119\Volume-141\amgen\ModuliCongressi\487;File Tecnico;0;0;Si
AMGEN_ModuliCongressi;496;\\10.0.0.122\Volume-174\amgen\ModuliCongressi\496;File Tecnico;0;0;Si
Auxologico_FattureAttive;706;\\10.0.0.110\volume-56\Auxologico\FtAttive\706;File Tecnico;0;0;Si
Auxologico_FattureAttive;1065;\\10.0.0.120\Volume-101\Auxologico\FtAttive\1065;File Tecnico;0;0;Si
Auxologico_FattureAttive;1210;\\10.0.0.120\Volume-106\Auxologico\FtAttive\1210;File Tecnico;0;0;Si
Auxologico_FattureAttive;1334;\\10.0.0.121\Volume-112\Auxologico\FtAttive\1334;File Tecnico;0;0;Si
Auxologico_FattureAttive;1546;\\10.0.0.121\Volume-123\Auxologico\FtAttive\1546;File Tecnico;0;0;Si
Auxologico_FattureAttive;1627;\\10.0.0.121\Volume-126\Auxologico\FtAttive\1627;File Tecnico;0;0;Si
Auxologico_FattureAttive;1694;\\10.0.0.121\Volume-128\Auxologico\FtAttive\1694;File Tecnico;0;0;Si
Auxologico_FattureAttive;1758;\\10.0.0.119\Volume-132\auxologico\FtAttive\1758;File Tecnico;0;0;Si
Auxologico_FattureAttive;1811;\\10.0.0.119\Volume-136\auxologico\FtAttive\1811;File Tecnico;0;0;Si
Auxologico_FattureAttive;1850;\\10.0.0.119\Volume-139\auxologico\FtAttive\1850;File Tecnico;0;0;Si
Auxologico_FattureAttive;1877;\\10.0.0.119\Volume-141\auxologico\FtAttive\1877;File Tecnico;0;0;Si
Auxologico_FattureAttive;2014;\\10.0.0.119\Volume-144\auxologico\FtAttive\2014;File Tecnico;0;0;Si
Auxologico_FattureAttive;2087;\\10.0.0.119\Volume-147\auxologico\FtAttive\2087;File Tecnico;0;0;Si
Auxologico_FattureAttive;2111;\\10.0.0.119\Volume-150\auxologico\FtAttive\2111;File Tecnico;0;0;Si
Auxologico_FattureAttive;2150;\\10.0.0.120\Volume-152\auxologico\FtAttive\2150;File Tecnico;0;0;Si
Auxologico_FattureAttive;2198;\\10.0.0.120\Volume-155\auxologico\FtAttive\2198;File Tecnico;0;0;Si
Auxologico_FattureAttive;2275;\\10.0.0.120\Volume-160\auxologico\FtAttive\2275;File Tecnico;0;0;Si
Auxologico_FattureAttive;2310;\\10.0.0.122\Volume-162\auxologico\FtAttive\2310;File Tecnico;0;0;Si
Auxologico_FattureAttive;2379;\\10.0.0.122\Volume-166\auxologico\FtAttive\2379;File Tecnico;0;0;Si
Auxologico_FattureAttive;2442;\\10.0.0.122\Volume-169\auxologico\FtAttive\2442;File Tecnico;0;0;Si
Auxologico_FattureAttive;2501;\\10.0.0.122\Volume-172\auxologico\FtAttive\2501;File Tecnico;0;0;Si
Auxologico_FattureAttive;2528;\\10.0.0.122\Volume-174\auxologico\FtAttive\2528;File Tecnico;0;0;Si
Auxologico_FattureAttive;2582;\\10.0.0.122\Volume-177\auxologico\FtAttive\2582;File Tecnico;0;0;Si
Auxologico_FattureAttive;2630;\\10.0.0.122\Volume-179\auxologico\FtAttive\2630;File Tecnico;0;0;Si
Auxologico_FattureAttive;2710;\\10.0.0.122\Volume-181\auxologico\FtAttive\2710;File Tecnico;0;0;Si
Auxologico_FattureAttive;2830;\\10.0.0.122\Volume-181\auxologico\FtAttive\2830;File Tecnico;0;0;Si
Auxologico_FattureAttive;2893;\\10.0.0.122\Volume-185\auxologico\FtAttive\2893;File Tecnico;0;0;Si
Auxologico_FatturePassive;100;\\10.0.0.121\Volume-126\auxologico\FatturePassive\100;File Tecnico;0;0;Si
Auxologico_FatturePassive;303;\\10.0.0.121\Volume-128\Auxologico\FatturePassive\303;File Tecnico;0;0;Si
Auxologico_FatturePassive;433;\\10.0.0.119\Volume-132\Auxologico\FatturePassive\433;File Tecnico;0;0;Si
Auxologico_FatturePassive;602;\\10.0.0.119\Volume-136\Auxologico\FatturePassive\602;File Tecnico;0;0;Si
Auxologico_FatturePassive;723;\\10.0.0.119\Volume-139\Auxologico\FatturePassive\723;File Tecnico;0;0;Si
Auxologico_FatturePassive;879;\\10.0.0.119\Volume-141\Auxologico\FatturePassive\879;File Tecnico;0;0;Si
Auxologico_FatturePassive;1089;\\10.0.0.119\Volume-144\auxologico\FatturePassive\1089;File Tecnico;0;0;Si
Auxologico_FatturePassive;1282;\\10.0.0.119\Volume-147\auxologico\FatturePassive\1282;File Tecnico;0;0;Si
Auxologico_FatturePassive;1399;\\10.0.0.119\Volume-150\auxologico\FatturePassive\1399;File Tecnico;0;0;Si
Auxologico_FatturePassive;1536;\\10.0.0.120\Volume-152\auxologico\FatturePassive\1536;File Tecnico;0;0;Si
Auxologico_FatturePassive;1695;\\10.0.0.120\Volume-155\auxologico\FatturePassive\1695;File Tecnico;0;0;Si
Auxologico_FatturePassive;1858;\\10.0.0.120\Volume-160\auxologico\FatturePassive\1858;File Tecnico;0;0;Si
Auxologico_FatturePassive;1977;\\10.0.0.122\Volume-162\auxologico\FatturePassive\1977;Inesistente;0;0;Si
Auxologico_FatturePassive;2142;\\10.0.0.122\Volume-166\auxologico\FatturePassive\2142;File Tecnico;0;0;Si
Auxologico_FatturePassive;2374;\\10.0.0.122\Volume-169\auxologico\FatturePassive\2374;File Tecnico;0;0;Si
Auxologico_FatturePassive;2498;\\10.0.0.122\Volume-172\auxologico\FatturePassive\2498;File Tecnico;0;0;Si
Auxologico_FatturePassive;2600;\\10.0.0.122\Volume-174\auxologico\FatturePassive\2600;File Tecnico;0;0;Si
Auxologico_FatturePassive;2729;\\10.0.0.122\Volume-177\auxologico\FatturePassive\2729;File Tecnico;0;0;Si
Auxologico_FatturePassive;2873;\\10.0.0.122\Volume-179\auxologico\FatturePassive\2873;File Tecnico;0;0;Si
Auxologico_FatturePassive;3017;\\10.0.0.122\Volume-181\auxologico\FatturePassive\3017;File Tecnico;0;0;Si
Auxologico_FatturePassive;3172;\\10.0.0.122\Volume-183\auxologico\FatturePassive\3172;File Tecnico;0;0;Si
Auxologico_FatturePassive;3257;\\10.0.0.122\Volume-185\auxologico\FatturePassive\3257;File Tecnico;0;0;Si
Bankadati;2923;\\10.0.0.111\Volume-40\Bankadati\valtellinese\2010\2923;File Tecnico;0;0;No
Bankadati;37379;\\10.0.0.119\Volume-132\Bankadati\valtellinese\37379;Inesistente;0;0;No
Bankadati;38160;\\10.0.0.119\Volume-139\Bankadati\valtellinese\38160;File Tecnico;0;0;No
Bankadati;39875;\\10.0.0.119\Volume-144\Bankadati\valtellinese\39875;Inesistente;9;0;No
Bankadati;39876;\\10.0.0.119\Volume-144\Bankadati\valtellinese\39876;Inesistente;42;0;No
Bankadati_FattureLeasing;238;\\10.0.0.120\Volume-103\bankadati\FattureLeasing\238;Inesistente;97;0;Si
Bankadati_FattureLeasing;239;\\10.0.0.120\Volume-103\bankadati\FattureLeasing\239;Inesistente;816;0;Si
Bankadati_FattureLeasing;240;\\10.0.0.120\Volume-103\bankadati\FattureLeasing\240;Inesistente;21;0;Si
BPSA_CicloPassivo;1;\\10.0.0.111\Volume-39\BSS\ft_passive_BPSA\1;Inesistente;0;0;Si
BPSA_CicloPassivo;754;\\10.0.0.121\Volume-123\bss\ft_passive_BPSA\754;File Tecnico;0;0;Si
BPSA_CicloPassivo;805;\\10.0.0.121\Volume-126\bss\ft_passive_BPSA\805;File Tecnico;0;0;Si
BPSA_CicloPassivo;867;\\10.0.0.121\Volume-128\bss\ft_passive_BPSA\867;File Tecnico;0;0;Si
BPSA_CicloPassivo;900;\\10.0.0.119\Volume-132\bss\ft_passive_BPSA\900;File Tecnico;0;0;Si
BPSA_CicloPassivo;978;\\10.0.0.119\Volume-136\bss\ft_passive_BPSA\978;File Tecnico;0;0;Si
BPSA_CicloPassivo;1075;\\10.0.0.119\Volume-139\bss\ft_passive_BPSA\1075;File Tecnico;0;0;Si
BPSA_CicloPassivo;1207;\\10.0.0.119\Volume-141\bss\ft_passive_BPSA\1207;File Tecnico;0;0;Si
BPSA_CicloPassivo;1374;\\10.0.0.119\Volume-144\bss\ft_passive_BPSA\1374;File Tecnico;0;0;Si
BPSA_CicloPassivo;1538;\\10.0.0.119\Volume-147\bss\ft_passive_BPSA\1538;File Tecnico;0;0;Si
BPSA_CicloPassivo;1644;\\10.0.0.119\Volume-150\bss\ft_passive_BPSA\1644;File Tecnico;0;0;Si
BPSA_CicloPassivo;1767;\\10.0.0.120\Volume-152\bss\ft_passive_BPSA\1767;File Tecnico;0;0;Si
BPSA_CicloPassivo;1894;\\10.0.0.120\Volume-155\bss\ft_passive_BPSA\1894;File Tecnico;0;0;Si
BPSA_CicloPassivo;1929;\\10.0.0.120\Volume-155\bss\ft_passive_BPSA\1929;File Tecnico;0;0;Si
BPSA_CicloPassivo;2030;\\10.0.0.120\Volume-160\bss\ft_passive_BPSA\2030;File Tecnico;0;0;Si
BPSA_CicloPassivo;2319;\\10.0.0.122\Volume-162\bss\ft_passive_BPSA\2319;File Tecnico;0;0;Si
BPSA_CicloPassivo;2457;\\10.0.0.122\Volume-166\bss\ft_passive_BPSA\2457;File Tecnico;0;0;Si
BPSA_CicloPassivo;2528;\\10.0.0.122\Volume-185\bss\ft_passive_BPSA\2528;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;100;\\10.0.0.110\Volume-27\bss\ft_passive_DIAMANTE\100;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;366;\\10.0.0.121\Volume-123\BPSA_Diamante\CicloPassivo\366;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;420;\\10.0.0.121\Volume-128\BPSA_Diamante\CicloPassivo\420;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;462;\\10.0.0.119\Volume-132\BPSA_Diamante\CicloPassivo\462;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;510;\\10.0.0.119\Volume-136\BPSA_Diamante\CicloPassivo\510;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;558;\\10.0.0.119\Volume-139\BPSA_Diamante\CicloPassivo\558;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;614;\\10.0.0.119\Volume-141\BPSA_Diamante\CicloPassivo\614;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;692;\\10.0.0.119\Volume-144\BPSA_Diamante\CicloPassivo\692;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;760;\\10.0.0.119\Volume-147\BPSA_Diamante\CicloPassivo\760;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;801;\\10.0.0.119\Volume-150\BPSA_Diamante\CicloPassivo\801;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;848;\\10.0.0.120\Volume-152\BPSA_Diamante\CicloPassivo\848;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;902;\\10.0.0.120\Volume-155\BPSA_Diamante\CicloPassivo\902;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;955;\\10.0.0.120\Volume-160\BPSA_Diamante\CicloPassivo\955;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;1000;\\10.0.0.122\Volume-162\BPSA_Diamante\CicloPassivo\1000;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;1064;\\10.0.0.122\Volume-166\BPSA_Diamante\CicloPassivo\1064;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;1159;\\10.0.0.122\Volume-169\BPSA_Diamante\CicloPassivo\1159;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;1219;\\10.0.0.122\Volume-172\BPSA_Diamante\CicloPassivo\1219;File Tecnico;0;0;Si
BPSA_DIAMANTE_CicloPassivo;1236;\\10.0.0.122\Volume-185\BPSA_Diamante\CicloPassivo\1236;File Tecnico;0;0;Si
Bracco_CartellePersonale;93;\\10.0.0.110\Volume-21\bracco\CartPersonale\93;File Tecnico;0;0;Si
Bracco_CartellePersonale;170;\\10.0.0.110\volume-56\bracco\CartPersonale\170;File Tecnico;0;0;Si
Bracco_CartellePersonale;200;\\10.0.0.120\volume-101\bracco\CartPersonale\200;File Tecnico;0;0;Si
Bracco_CartellePersonale;218;\\10.0.0.120\Volume-106\bracco\CartPersonale\218;File Tecnico;0;0;Si
Bracco_CartellePersonale;267;\\10.0.0.121\Volume-112\bracco\CartPersonale\267;File Tecnico;0;0;Si
Bracco_CartellePersonale;281;\\10.0.0.121\Volume-114\bracco\CartPersonale\281;Inesistente;0;0;Si
Bracco_CartellePersonale;290;\\10.0.0.121\Volume-117\bracco\CartPersonale\290;File Tecnico;0;0;Si
Bracco_CartellePersonale;315;\\10.0.0.121\Volume-123\bracco\CartPersonale\315;File Tecnico;0;0;Si
Bracco_CartellePersonale;327;\\10.0.0.121\Volume-126\bracco\CartPersonale\327;File Tecnico;0;0;Si
Bracco_CartellePersonale;357;\\10.0.0.121\Volume-128\bracco\CartPersonale\357;File Tecnico;0;0;Si
Bracco_CartellePersonale;379;\\10.0.0.119\Volume-132\bracco\CartPersonale\379;File Tecnico;0;0;Si
Bracco_CartellePersonale;393;\\10.0.0.119\Volume-139\bracco\CartPersonale\393;File Tecnico;0;0;Si
Bracco_CartellePersonale;397;\\10.0.0.119\Volume-141\bracco\CartPersonale\397;File Tecnico;0;0;Si
Bracco_CartellePersonale;399;\\10.0.0.120\Volume-160\bracco\CartPersonale\399;File Tecnico;0;0;Si
BSS_CicloPassivo;1153;\\10.0.0.121\Volume-123\bss\ft_passive\1153;File Tecnico;0;0;Si
BSS_CicloPassivo;1209;\\10.0.0.121\Volume-126\bss\ft_passive\1209;File Tecnico;0;0;Si
BSS_CicloPassivo;1272;\\10.0.0.121\Volume-128\bss\ft_passive\1272;File Tecnico;0;0;Si
BSS_CicloPassivo;1319;\\10.0.0.119\Volume-132\bss\ft_passive\1319;File Tecnico;0;0;Si
BSS_CicloPassivo;1391;\\10.0.0.119\Volume-136\bss\ft_passive\1391;File Tecnico;0;0;Si
BSS_CicloPassivo;1486;\\10.0.0.119\Volume-139\bss\ft_passive\1486;File Tecnico;0;0;Si
BSS_CicloPassivo;1604;\\10.0.0.119\Volume-141\bss\ft_passive\1604;File Tecnico;0;0;Si
BSS_CicloPassivo;1750;\\10.0.0.119\Volume-144\bss\ft_passive\1750;File Tecnico;0;0;Si
BSS_CicloPassivo;1890;\\10.0.0.119\Volume-147\bss\ft_passive\1890;File Tecnico;0;0;Si
BSS_CicloPassivo;1981;\\10.0.0.119\Volume-150\bss\ft_passive\1981;File Tecnico;0;0;Si
BSS_CicloPassivo;2089;\\10.0.0.120\Volume-152\bss\ft_passive\2089;File Tecnico;0;0;Si
BSS_CicloPassivo;2213;\\10.0.0.120\Volume-155\bss\ft_passive\2213;File Tecnico;0;0;Si
BSS_CicloPassivo;2243;\\10.0.0.120\Volume-155\bss\ft_passive\2243;File Tecnico;0;0;Si
BSS_CicloPassivo;2331;\\10.0.0.120\Volume-160\bss\ft_passive\2331;File Tecnico;0;0;Si
BSS_CicloPassivo;2432;\\10.0.0.122\Volume-162\bss\ft_passive\2432;File Tecnico;0;0;Si
BSS_CicloPassivo;2557;\\10.0.0.122\Volume-166\bss\ft_passive\2557;File Tecnico;0;0;Si
BSS_CicloPassivo;2623;\\10.0.0.122\Volume-185\bss\ft_passive\2623;File Tecnico;0;0;Si
BSS_ModuliDiAdesione;100;\\10.0.0.120\Volume-91\bss\ModuliDiAdesione\100;File Tecnico;0;0;Si
BSS_ModuliDiAdesione;101;\\10.0.0.120\Volume-91\bss\ModuliDiAdesione\101;Inesistente;0;0;Si
BSS_ModuliDiAdesione;169;\\10.0.0.120\Volume-101\bss\ModuliDiAdesione\169;File Tecnico;0;0;Si
BSS_ModuliDiAdesione;173;\\10.0.0.120\Volume-106\bss\ModuliDiAdesione\173;File Tecnico;0;0;Si
BSS_ModuliDiAdesione;174;\\10.0.0.121\Volume-112\bss\ModuliDiAdesione\174;File Tecnico;0;0;Si
BSS_ModuliDiAdesione;175;\\10.0.0.121\Volume-112\bss\ModuliDiAdesione\175;Inesistente;0;0;Si
BSS_ModuliDiAdesione;176;\\10.0.0.121\Volume-112\bss\ModuliDiAdesione\176;Inesistente;0;0;Si
BSS_ModuliDiAdesione;177;\\10.0.0.121\Volume-112\bss\ModuliDiAdesione\177;Inesistente;0;0;Si
BSS_ModuliDiAdesione;272;\\10.0.0.121\Volume-114\bss\ModuliDiAdesione\272;File Tecnico;0;0;Si
BSS_ModuliDiAdesione;277;\\10.0.0.121\Volume-126\bss\ModuliDiAdesione\277;File Tecnico;0;0;Si
BSS_ModuliDiAdesione;309;\\10.0.0.119\Volume-132\bss\ModuliDiAdesione\309;File Tecnico;0;0;Si
BSS_ModuliDiAdesione;311;\\10.0.0.119\Volume-147\bss\ModuliDiAdesione\311;File Tecnico;0;0;Si
BSS_ModuliDiAdesioneclt2;1;\\10.0.0.120\Volume-97\bss\Moduli_adesione\100;Inesistente;0;0;Si
BSS_ModuliDiAdesioneclt2;38;\\10.0.0.120\Volume-101\bss\Moduli_adesione\38;File Tecnico;0;0;Si
BSS_ModuliDiAdesioneclt2;39;\\10.0.0.119\Volume-144\bss\Moduli_Adesione\39;File Tecnico;0;0;Si
cambielli_bollati;1453;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1453;Inesistente;1;0;No
cambielli_bollati;1454;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1454;Inesistente;1;0;No
cambielli_bollati;1455;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1455;Inesistente;1;0;No
cambielli_bollati;1456;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1456;Inesistente;1;0;No
cambielli_bollati;1457;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1457;Inesistente;1;0;No
cambielli_bollati;1458;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1458;Inesistente;1;0;No
cambielli_bollati;1459;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1459;Inesistente;1;0;No
cambielli_bollati;1460;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1460;Inesistente;1;0;No
cambielli_bollati;1461;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1461;Inesistente;1;0;No
cambielli_bollati;1462;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1462;Inesistente;1;0;No
cambielli_bollati;1463;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1463;Inesistente;1;0;No
cambielli_bollati;1464;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1464;Inesistente;1;0;No
cambielli_bollati;1465;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1465;Inesistente;1;0;No
cambielli_bollati;1466;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1466;Inesistente;1;0;No
cambielli_bollati;1467;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1467;Inesistente;1;0;No
cambielli_bollati;1468;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1468;Inesistente;1;0;No
cambielli_bollati;1469;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1469;Inesistente;1;0;No
cambielli_bollati;1470;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1470;Inesistente;1;0;No
cambielli_bollati;1471;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1471;Inesistente;1;0;No
cambielli_bollati;1472;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1472;Inesistente;1;0;No
cambielli_bollati;1473;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1473;Inesistente;1;0;No
cambielli_bollati;1474;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1474;Inesistente;1;0;No
cambielli_bollati;1475;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1475;Inesistente;1;0;No
cambielli_bollati;1476;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1476;Inesistente;1;0;No
cambielli_bollati;1477;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1477;Inesistente;1;0;No
cambielli_bollati;1478;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1478;Inesistente;1;0;No
cambielli_bollati;1479;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1479;Inesistente;1;0;No
cambielli_bollati;1480;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1480;Inesistente;1;0;No
cambielli_bollati;1481;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1481;Inesistente;1;0;No
cambielli_bollati;1482;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1482;Inesistente;1;0;No
cambielli_bollati;1483;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1483;Inesistente;1;0;No
cambielli_bollati;1484;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1484;Inesistente;1;0;No
cambielli_bollati;1485;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1485;Inesistente;1;0;No
cambielli_bollati;1486;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1486;Inesistente;1;0;No
cambielli_bollati;1487;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1487;Inesistente;1;0;No
cambielli_bollati;1488;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1488;Inesistente;1;0;No
cambielli_bollati;1489;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1489;Inesistente;1;0;No
cambielli_bollati;1490;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1490;Inesistente;1;0;No
cambielli_bollati;1491;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1491;Inesistente;1;0;No
cambielli_bollati;1492;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1492;Inesistente;1;0;No
cambielli_bollati;1493;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1493;Inesistente;1;0;No
cambielli_bollati;1494;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1494;Inesistente;1;0;No
cambielli_bollati;1495;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1495;Inesistente;1;0;No
cambielli_bollati;1496;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1496;Inesistente;1;0;No
cambielli_bollati;1497;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1497;Inesistente;1;0;No
cambielli_bollati;1498;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1498;Inesistente;1;0;No
cambielli_bollati;1499;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1499;Inesistente;1;0;No
cambielli_bollati;1500;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1500;Inesistente;1;0;No
cambielli_bollati;1501;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1501;Inesistente;1;0;No
cambielli_bollati;1502;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1502;Inesistente;1;0;No
cambielli_bollati;1503;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1503;Inesistente;1;0;No
cambielli_bollati;1504;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1504;Inesistente;1;0;No
cambielli_bollati;1505;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1505;Inesistente;1;0;No
cambielli_bollati;1506;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1506;Inesistente;1;0;No
cambielli_bollati;1507;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1507;Inesistente;1;0;No
cambielli_bollati;1508;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1508;Inesistente;1;0;No
cambielli_bollati;1509;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1509;Inesistente;1;0;No
cambielli_bollati;1510;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1510;Inesistente;1;0;No
cambielli_bollati;1511;\\10.0.0.239\Volume-OLD\Cambielli\bollati\1511;Inesistente;1;0;No
